경력,주요 업무,자격 요건,우대사항,기술
신입,"ㆍAP, GPS, 비콘 및 사내그룹웨어 데이터 기반 동선추적으로 자동 근태를 측정할 수 있는 AI프로세스 정립
ㆍ사고예방 시스템 AI학습을 위한 데이터 수집방법 및 Schema 정의
ㆍ위치기반 알림전송, 산업현장에서의 위험구역 자동설정 AI개발
ㆍAI 학습 모델 개발 및 개선
ㆍAI를 응용한 산업안전사고 예방 시나리오 생성
ㆍ정부과제작성 및 과제 운영 RCMS 예산집행","3가지 이상의 모델링 방법을 사용해보신 분
대용량 데이터처리 경험이 있으신 분
시계열 데이터 처리경험이 있으신 분
연도별 AI성능에 대한 목표수준을 정하고, 달성 가능한 분
관련 전공 석사학위 이상 보유자
소규모 TFT, CFT를 직접 구성하여 리드해보신 분","ㆍ서비스 기획이 가능하신 분
ㆍ관련직종 5년이상 근무하신 분
ㆍ영상/이미지 처리가 가능하신 분
ㆍ정부과제 수행경험이 있으신분",
신입,"• 광범위한 의료 데이터를 기반으로 대규모 ML 모델을 설계, 학습, 튜닝 및 배포합니다.
• 최신 MLOps 프레임워크와 도구를 활용하여 production 환경에서의 모델 성능을 모니터링하고 개선합니다.
• 데이터 사이언티스트 및 의료 전문가와 협력하여 모델의 정확성과 효율성을 최적화하고 제품의 가치를 극대화합니다.
• 데이터 엔지니어와 긴밀히 협력하여 체계적이고 자동화된 ML 학습, 검증, 및 배포 프로세스를 구축합니다.","• Python 및 ML Framework (Tensorflow, PyTorch, Lightning, etc.) 숙련도
• ML Lifecycle 및 MLOps에 대한 이해
• 뛰어난 문제 해결 능력 및 협업 능력","• AWS, Azure, GCP 등 클라우드 플랫폼 경험
• ML 소프트웨어 제품화 경험
• MLOps 도구 및 프로세스에 대한 경험
• 버전 관리와 협업을 위한 Git/Github 경험
• 소프트웨어 컨테이너화 및 오케스트레이션을 위한 Docker/Docker Compose 경험
• 의료/헬스케어 데이터 관련 경험
• AI 관련 분야 논문 출판 기록 또는 학술적 성과",
"신입, 경력","• 새로운 머신러닝 및 딥러닝 알고리즘을 연구 및 개발합니다.
• Open Source 기반의 SOTA 모델을 플랫폼에 적용하고 성능을 높입니다.
• 자체 플랫폼 데이터를 기반으로 knowledge tracing, code generation, copy detection 등의 알고리즘을 개발 및 플랫폼에 적용합니다.
• LLM 및 SLM 기반의 특정한 지식이나 태스크에 최적화된 dialogue systems를 개발합니다.
• AI와 사람 간의 자연스러운 통합을 위한 HCI 연구를 수행합니다.
• MLOps 및 AutoML을 활용하여 production 환경에서 AI 모델의 성능 최적화 및 서비스에 효과적으로 통합하는 작업을 수행합니다.","• AI 및 머신러닝 분야에서의 학사 이상 학위 또는 이에 준하는 경험
• 전문 지식 및 실무를 토대로 한 머신러닝 및 딥러닝 알고리즘 개발 능력
• 데이터 분석 및 처리에 대한 전문 지식
• NLP, 컴퓨터 비전, 음성 인식 등의 다양한 AI 기술에 대한 경험
• 대규모 언어모델 및 대화 시스템, 코드 데이터셋에 대한 경험
• 해외 논문 독해 및 비즈니스 레벨 영어 회화 능력","• AI 분야 논문 출판 경험
• 엘리스가 보유한 AI 챗봇과 같은 프로젝트 경험
• LLM의 개발 경험
• TTS, STT, 지식 트레이닝, Safe AI, 음성 인식/평가 등 다양한 AI 연구 또는 개발 경험
• 교육 분야에 대한 열정과 관심을 가진 분","Python
NLP"
경력,"제조 특화 언어모델 훈련을 위한 필요 데이터 정의, 수집 및 전처리
제조 특화 언어모델, 비전-언어모델 연속 사전훈련(Continual Pre-training)
제조 특화 언어모델, 비전-언어모델의 특정 업무용 미세조정(Fine-tuning)
제조 특화 언어모델, 비전-언어모델 경량화 기법 연구 (양자화, Pruning, 지식증류 등)
RAG(Retrieval Augmented Generation) 기술 연구 및 개발 (Advanced RAG, Modular RAG 등)
프롬프트 엔지니어링 (Few-shot, CoT 등)
AI Agent 기술 연구 및 개발","인공지능/기계학습(AI/ML), 자연어 처리(NLP) 전공 석사 이상인 분
생성형 AI 관련 업무 1년 이상 경험자
데이터 수집/관리, 언어모델 훈련, RAG, 프롬프트 엔지니어링의 전체 Workflow에 대한 이해가 있는 분
Python, PyTorch, Transformers, SQL, Git 등 최신 프로그래밍 언어 및 도구에 능숙한 분
LangGraph, LangFlow 등 AI Agent 프레임워크 도구 및 플랫폼에 능숙한 분","최신 언어모델, 비전-언어모델 논문 내용을 구현 가능한 분
인공지능(AI) 리서치팀, 소그룹을 리딩해본 경험이 있는 분
인공지능(AI) 기반 솔루션 개발에 대한 이해가 있고 협업을 해본 경험이 있는 분
제조업에 AI를 적용해서 성과를 창출한 경험이 있는 분 (수율, 품질, 생산성, SHE 등)
신기술에 대한 호기심과 성장에 대한 열정이 있는 분","Git
PyTorch
Python
SQL
ML"
경력,"HUINNO MEMO AI Product 개발에 참여합니다
• 연간/분기별 OKR을 통하여 목표를 리더와 협의하여 수립된 업무를 진행
• 심전도 서비스 알고리즘 개발 및 고도화
• 심전도를 이용해 특정 부정맥의 발생 여부 및 발생 예측에 대한 연구
• 모바일, Edge Device에서 동작할 수 있는 경량 인공지능 모델 연구
• 생체 신호에 포함되어 있는 노이즈 신호를 효과적으로 제어할 수 있는 방법을 연구
• 환자 데이터(정형, 비정형)를 이용한 환자 상태 악화 예측 시스템
• 전자의무기록의 환자 기록 데이터 및 실시간 생체신호(ECG, PPG 등) 기반 연구
• 인공지능 모델(ML, DL)에 사용될 데이터 가공 파이프라인 개선 및 배포 업무 (Docker, Airflow, ...)
• PM, Data Scientist 및 의료진과 협업하여 현재 서비스 및 연구의 개선점을 파악하고 효과적인 데이터 활용 방법에 대해 팀 단위 업무 추진
• 협업 능력, 설득 능력, 논리적인 글 쓰기 및 소통 능력, 경청하는 태도 등 커뮤니케이션 능력이 뛰어나신 분
• 실제 활용되고 있는 서비스에 적용되는 연구를 진행하고 싶으신 분
• 의료기기 인허가, 요양 급여(수가, 신의료기술)까지 의료기기 개발 전주기를 경험하고 싶으신 분
• 주도적으로 문제를 파악하고 질문/제안/해결하며 파고드는 적극적인 의지를 가지신 분","• Computer Science 또는 Signal Processing 관련 분야 학위 또는 그에 준하는 경험 및 지식을 갖추 분
• 데이터 분석, ML/DL 모델링 관련 경력이 3년 이상 or 이에 준하는 실력을 가지신 분
• 딥러닝 프로젝트에 대한 흐름을 이해하고 데이터 마이닝/ 딥러닝의 원리, 구동 방식에 대한 이해도가 높으신 분
• Python 활용 능력 및 Data Science 관련 패키지 활용 능력을 갖추신 분
• PyTorch, Keras 등 딥러닝 프레임워크 활용 능력이 뛰어나신 분 (우리 팀은 PyTorch를 주로 사용합니다.)","• 머신 러닝 프로젝트 경험이 많으신 분
• 머신 러닝 관련 분야에서 석사 이상의 학위를 취득하신 분
• 의료 도메인(의학, 의과학 등)에 대한 지식을 가지고 계신 분
• 심전도 및 바이오 센서 데이터 관련 프로젝트 경험이 있으신 분
• 데이터 분석, ML/DL 모델링, 데이터 설계(Architect) 관련 경력이 5년 이상이신 분",
경력,"· LLM를 활용한 연구 개발(Information Extraction, Decision Support, Document Summarizer)
· 예측 모델 및 AI 서비스 개발","· AI산업에 대한 지식을 두루 섭렵하고 관련 경험이 풍부하신 분
· 관련 학위 보유자 (박사 수료 이상 또는 석사 7년 이상 경력)
· 연구 과제 제안 및 관리 경험
· 딥러닝 프레임워크 사용 경험(HuggingFace, Pytorch)
· LLM을 이용한 프로젝트 또는 서비스 개발 경험
· Python(중급 이상)
· 외국 국적 소유자의 경우, 중급이상의 한국어 능력 보유 필수. (For foreign nationals, possessing an intermediate level or higher proficiency in Korean is required.)","· 데이터 처리 및 전처리 경험 (대규모 텍스트 데이터, 영상데이터, 음성데이터 등)
· 데이터 처리 및 모델 개발 경험
· 특정 문제 해결을 위한 LM(Language Model) Fine Tuning 경험
· 자연어 처리 경험
· Pretrained Language Model 기반의 자연어 처리 경험
· AI서비스 개발 참여 경험
· MLOps 및 모델 배포 경험 (API 개발, 모델 모니터링)
· Python(고급), C/C++, R, LLM",
경력,"- 초분광 카메라를 활용한 머신 비전 시스템 개발
- 초분광 영상 데이터의 전처리 및 노이즈 제거 알고리즘 개발
- 초분광 영상 분석을 통한 주요 특징 추출 및 이상 패턴 탐지
- AI 기반 초분광 영상 처리 및 분류 모델 개발 및 최적화
- 실시간 영상 분석을 위한 알고리즘 개발 및 최적화
- 머신 비전 시스템의 성능 검증 및 개선
- AI 모델 배포 및 운영을 위한 MLOps 환경 구축","- 5년 이상의 머신 비전 및 영상 처리 연구·개발 경력
- 초분광 영상 분석 및 머신 비전 시스템 개발 경험
- 영상 처리 및 신호 처리 알고리즘 개발 경험
- 머신러닝, 딥러닝을 활용한 영상 분석 및 이상 탐지 모델 개발 경험
- TensorFlow, PyTorch 등의 머신러닝 프레임워크 활용 능력
- OpenCV, Halcon 등 영상 처리 라이브러리 활용 경험
• 우수한 커뮤니케이션 및 팀 관리 역량
• 실무자 간 원활한 소통과 협업 능력","- 컴퓨터공학, 전기전자공학, 신호처리, 광학 등 관련 분야 석사 이상 학위 소지자
- 초분광 영상 처리 및 분석 관련 연구 또는 프로젝트 경험 보유자
- 산업용 머신 비전 시스템 개발 및 실무 적용 경험
- AI 기반 초분광 영상 분석 모델을 실무에 적용한 경험
- 머신러닝 모델 배포 및 운영(MLOps) 경험 (MLflow, Docker, Kubernetes 등 활용)
- 초분광 센서 및 광학 시스템에 대한 이해도가 높은 자
- 영어 기술 문서 작성 및 커뮤니케이션 가능자",Python
경력,"• 검색 추천 등 사용자 경험에서 발생하는 주요 결함의 근본 원인 분석
• 가장 최적의 기술 (ML, DL, LLM 등)을 활용한 문제 해결 방안 제안 및 구현
• 머신러닝 모델의 개발부터 프로덕션 배포까지 자동화된 프로세스 설계 및 구현
• 시뮬레이션 및 A/B 테스트를 설계하고 분석 결과 기반 개선점 도출 및 개선","• 3년 이상의 고객 경험 개선을 위한 ML/DL 기반의 서비스 적용 경험
• 문제의 핵심을 파악하고 데이터를 기반으로 예상 임팩트를 추론하여 해결 방안을 주도한 경험
• Python 기반 통계 모델부터 ML, DL, LLM까지 문제 해결을 위한 최적의 솔루션을 제안하고 프로덕션화한 경험
• 다양한 모델의 기획, 개발, 배포, 운영까지 End-to-End 경험을 보유하고 각 단계의 핵심 요소를 명확히 인지하신 분
• 동료들과 원활한 커뮤니케이션 및 협업 능력","• 분산 시스템과 프로세스의 개선, 자동화, 최적화를 열정적으로 탐구하고 주도한 경험
• 컴퓨터 공학 또는 관련 분야에서 석사/박사 학위 보유
• e-commerce, 소셜 네트워크, 검색 엔진 관련 기업에서의 업무 경험
• 대규모 언어 모델(LLM) 또는 생성형 AI에 대한 실무 경험
＜우리가 기대하는 가치＞
• 새로운 기술을 탐험하고 도메인 지식을 깊이 파고드는 열정
• 기존의 틀을 넘어선 창의적이고 혁신적인 사고
• 자동화 및 최적화를 통해 시스템 효율성을 높이는 열정
• 팀의 목표와 기술적 비전을 공유하며 협업과 성장을 이끄는 리더십",
경력,"• 다양한 e-Commerce 도메인 문제 해결을 위한 모델링 및 LLMOps 솔루션 개발
• 상용 LLM API 및 오픈소스 LLM을 활용하여 신규 API 개발
• 다양한 프롬프트 최적화 기법을 AI 리서처와 함께 탐구하고 구현
• AI 제품 설계 요구사항을 이해하고 이를 개발하여 플랫폼에 적용
• 모델 연동을 위한 데이터베이스 설계, 구축 및 API 개발
• 솔루션 성능 최적화 및 유지보수","• 백엔드 개발 경력 5년 이상 또는 그에 준하는 실무 경험
• Python / Javascript / Kotlin과 같은 언어와 웹 프레임워크에 능숙하신 분
• FastAPI 등을 활용하여 API를 개발 및 배포한 경험이 있으신 분
• 딥러닝 및 LLM 관련 프레임워크를 능숙하게 사용하실 수 있는 분
• 머신러닝 알고리즘, 테크닉, LLM 및 Transformer 구조 등을 잘 이해하고 활용할 수 있는 분
• 프롬프트 엔지니어링, RAG 관련 논문을 이해하고 이를 구현할 수 있으신 분","• LLM을 활용하여 단순한 챗봇 이상의, 새로운 서비스를 개발한 경험이 있으신 분
• 빠르게 변하는 연구 트렌드에 대응할 수 있으며, 이를 위해 새로운 분야에 도전하는 것을 즐기는 분
• AWS와 같은 클라우드 플랫폼의 사용에 대한 경험이 있으신 분","PyTorch
Java
JavaScript
Kotlin
Python"
경력,"• 고객이 실제 활용하는 데이터(방문객 행동 검출, 성별/연령 추론 결과 등)의 품질을 보장합니다.
• 모델 검증 및 학습을 위한 데이터 파이프라인을 구축합니다.
• 효율적인 서비스 운영을 위해 모델을 최적화하고 확장성/안정성 있게 서빙합니다.
• 모델 추론 데이터와 라벨링 데이터를 비교하는 검증 및 모니터링 기능을 개발합니다.
• 위 업무를 지원하는 백엔드 서비스를 개발하고 하이브리드 클러스터(Cloud/Edge) 에서 운영합니다.","• 비전 모델을 연구/개발하는 리서처와 소통할 수 있는 AI, 컴퓨터 비전 관련 배경지식과 경험을 보유하신 분
• Label Studio, Airflow를 이용해 데이터 파이프라인, AI QA 프로세스를 구축, 개선해보신 경험이 있으신 분
• REST API를 활용한 백엔드 서비스 개발 경험이 있으신 분
• 학습된 딥러닝 모델을 ONNX, TensorRT을 활용하여 최적화 해본 경험이 있으신 분
• 프로덕션 환경에서 ML 서비스를 운영, 개선한 경험이 있으신 분

[ 기술 스택 ]

• FastAPI, Django, PostgreSQL, kafka
• Label Studio, MLflow, Deep Lake, Airflow
• TensorRT, Nvidia Triton Inference Server
• Docker, Kubernetes
• AWS, Sagemaker","• 컴퓨터 비전과 머신러닝 분야에 대한 연구 경력이 있으신 분
• 모델 서빙, 모델 드리프트 모니터링 등 MLOps 직무 경력을 가지고 계신 분
• 하이브리드(Cloud/Edge) 클러스터 환경에서 운영 경험이 있으신 분
• 여러 직무와 원활하게 협업할 수 있는 커뮤니케이션 능력과 시간 관리 능력이 뛰어나신 분",
경력,"• 최신 AI 기술을 적용해 딥러닝 기반의 NLP 모델을 개발합니다
• 서비스에 필요한 AI 시스템 구조를 설계합니다
• 경량화, 속도 개선, 성능 향상 등 AI 모델을 최적화합니다
• 데이터를 수집, 정리, 평가합니다
• 논문, 오픈소스를 활용해 최신 연구 결과를 수집하고 정리, 팀에 공유하며 함께 성장합니다","• 컴퓨터 과학, 전자공학, 수학, 통계학 등 해당 포지션과 관련된 전공의 학사 이상의 학위를 갖고 계신 분
• 2년 이상의 NLP 관련 경험을 하신 분
• NLP 모델 학습 경험이 있으신 분
• AI, ML에 대한 기초적인 지식이 있는 분
• Python, PyTorch 를 다룰 줄 아는 분","• 관련 전공 석사 이상의 학위를 갖고 계신 분
• LLM을 포함한 다양한 NLP 모델 학습을 경험하신 분
• AI 모델 배포, 운영 경험이 있는 분
• AI 분야 국제 학회 논문 발표 혹은 경진대회 수상 이력이 있는 분
• 다양한 오픈소스 라이브러리 사용 경험이 있는 분 (huggingface, fairseq, deepspeed, etc.)
• 오픈소스 기여 경험이 있는 분 (Github, huggingface, etc.)",ML
경력,"• 최신 AI 기술 동향을 파악해 실제 서비스에 빠르게 적용하기 위한 전략을 수립하고 실행해요.
• Virtual Try-On, AI 프로필 등 생성형 AI 기술을 활용한 서비스 백엔드를 설계, 개발, 운영해요.
• 생성형 AI 모델의 성능 최적화와 컴퓨팅 리소스 문제를 해결해요.","• 에이블리 조직문화에 공감하여, One Team으로 Grit하게 일하며 Impact를 만들어갈 의지가 있는 분을 찾아요.
• 백엔드 시스템을 설계, 구축 및 운영 해본 경험이 있는 분을 찾아요.
• 클라우드 환경에서 서비스를 배포 및 운영 해본 경험이 있는 분을 찾아요.
• Diffusion, LLM 등 최신 생성형 AI 모델을 서비스에 통합한 경험이 있는 분을 찾아요.
• ML 모델의 학습 및 서빙 프로세스와 비정형 데이터 처리 등 머신러닝 업무에 필요한 개념에 대한 이해도가 높은 분을 찾아요.","• Virtual Try-On 관련 기술 개발 또는 관련 서비스 운영 경험이 있으신 분이면 좋아요.
• Stable Diffusion 모델을 직접 활용하고 응용하여 실질적인 성과를 도출한 경험이 있으신 분이면 좋아요.",
경력,"• 고객이 목표를 성공적으로 달성할 수 있도록 기계학습, 인공지능 기술 지원 업무를 수행합니다.
• 제조업 분야의 다양한 데이터 분석, 머신러닝/딥러닝 프로젝트를 수행합니다.
• 제조업 현장(고객사)에 파견되어 고객을 대상으로 지속적인 기술 컨설팅 업무를 수행합니다.","• 머신러닝/딥러닝 알고리즘에 대한 기본 지식과 경험을 갖추신 분
• 파이썬 기반 프로그래밍에 능숙하신 분
• 고객의 요구 사항을 적극적으로 파악하고 해결하는 의사소통 및 협업이 원활하신 분
• 주도적으로 업무를 진행하고 논리적인 커뮤니케이션 능력을 갖추신 분","• 해당 분야 3년 이상의 경력을 가지고 계신 분(매우 우대)
• 석, 박사 학위를 가지고 계신 분
• AI 분야를 전공하신 분
• AI 관련 프로젝트를 리드하고 성공적으로 완수해 본 경험이 있으신 분
• AI 관련 소프트웨어 개발 및 엔지니어링 실무 경험이 있으신 분
• AI 관련 개념을 잘 이해하고, 코드 형태로 실제 문제에 적용할 수 있는 분
• Computer Vision(이미지 처리) 기술 관련 전문적인 지식이 있으신 분
• 실제 상용화된 서비스 개발 및 운영 경험이 있으신 분
• 다양한 문제 상황에 도전적으로 해결 방안을 고민하시는 분",
경력,"• 다양한 LLM(대형 언어 모델)을 활용한 AI 서비스 개발
• 컨테이너 환경에서 다중 LLM 연동 시스템 개발
• 효과적인 프롬프트 엔지니어링을 통한 서비스 고도화
• Third party API 연동을 통한 답변 생성 기능 개발
• 음성 인식(STT) 및 음성 합성(TTS) 기능 연동
• RAG(Retrieval-Augmented Generation) 및 파인튜닝(Fine-tuning) 적용
• 멀티모달 임베딩 모델 연동을 통한 서비스 개선","• 관련 서비스 개발 3년 이상 (학력: 관련 학과 학사 이상)
• LLM 기반 서비스/솔루션 개발 및 런칭 경험
• 프롬프트 엔지니어링 및 모델 미세조정(Fine-tuning) 경험
• 타 부서와 원활한 협업 및 커뮤니케이션 능력
• STT, LLM, TTS를 활용한 대화형 에이전트 개발 경험","• Llama3, Phi-3 등 오픈 LLM 모델을 활용한 애플리케이션 개발
• 멀티모달 모델을 기반으로 한 서비스 개발 경험
• On-device AI 모델을 활용한 애플리케이션 개발 경험
• 모델 경량화 및 최적화 경험",
경력,"• sLLM 개발 : 소형 언어 모델의 성능 향상 및 고객 맞춤형 모델 개발을 수행합니다.
• LLMOps 관리 및 최적화: 대형 언어 모델의 운영 및 효율적인 배포를 담당합니다.
• AI 모델 개발 및 백엔드 통합: 마케팅 콘텐츠 생성에 특화된 AI 모델을 개발하고 백엔드 시스템에 통합합니다.
• 데이터 처리 및 분석: 모델 성능 향상을 위한 데이터 수집, 전처리 및 분석을 수행합니다.
• 온프레미스 환경 구축 및 지원: 고객사의 온프레미스 환경에 맞춰 AI 솔루션을 배포하고 지원합니다.
• 데모 서비스 개발 : Python streamlit 등 활용하여 ai 모델 테스트를 위한 데모 서비스, 환경을 만들고 테스트 합니다.","• 생성 AI, 마케팅, 이커머스, 비서 등 도메인 경험이 있으신 분
• 컴퓨터 공학, 전산학, 데이터 사이언스 등 관련 분야 학사 이상 학위 소지자
• 머신러닝 및 딥러닝 분야에서 3년 이상의 경력
• LLM 및 자연어 처리(NLP), Langchain, RAG 등 생성 AI 분야에 대한 깊은 이해와 실무 경험
• 데이터 전처리 및 분석, 생성 모델 개발 및 튜닝 경험 보유자
• 문제 해결 능력과 우수한 커뮤니케이션 스킬 보유자","• 온프레미스 생성 AI 개발 또는 배포 경험자
• LLMOps 및 MLOps 파이프라인 구축 경험자
• sLLM 튜닝 및 커스터마이징 프로젝트 경험자
• 클라우드 플랫폼(AWS, GCP, Azure) 및 온프레미스 인프라 경험자
• Docker, Kubernetes 등 컨테이너 기술 사용 경험자
• 백엔드 개발 경험: Python, Java, Node.js 등 언어를 활용한 백엔드 시스템 개발 경험 보유자
• 마케팅 또는 광고 분야에 대한 도메인 이해 보유자","PyTorch
Tensorflow
ML"
경력,"• 카셰어링 혁신을 위한 Computer Vision 및 LLM 솔루션 개발 및 적용
• Computer Vision 모델을 활용한 차량 관리 자동화 (파손탐지, 세차검증 등)
• LLM 모델을 활용한 AI Contact Center (챗봇) 프로젝트
• 데이터를 활용해 고객의 요구를 파악하고 AI 기술을 활용하여 서비스를 최적화
• 풍부한 카셰어링 데이터를 활용한 미래 AI 기술 및 최적 솔루션 연구","• 4년 이상의 Computer Vision (classification, object detection, segmentation, recognition) 혹은 NLP (LLM fine-tuning, RAG, Prompt Engineering) 관련 제품 개발 및 배포 경험이 있는 분
• 머신러닝, 딥러닝 모델 혹은 ChatGPT 같은 최신 모델을 실제 비즈니스에 적용한 경험이 있는 분
• Pytorch 혹은 TensorFlow 같은 트레이닝 프레임워크에 능숙한 분
• Python 언어 및 Github 개발 환경에 익숙한 분","• AWS 혹은 GCP등 클라우드 플랫폼 사용 경험이 있는 분
• Multimodal learning, Semi-SL, Self-SL, or Unsupervised learning관련 경험이 있는 분
• 모델 경량화 및 Edge device 배포 경험이 있는 분
• 해외 저명 컨퍼런스 및 저널에 1저자로 CV/LLM 관련 주제의 논문 출판 경험이 있는 분",
경력,"• 고객 시스템에서 발생하는 장애나 성능 이슈를 더 쉽고 빠르게 해결하는데 도움을 주는 서비스를 개발합니다.
• 모니터링 데이터 중 Time Series 데이터에 대한 이상탐지(Anomaly Detection) 방법을 연구하여 적용합니다.
• 모니터링 데이터를 기반으로 머신 러닝(ML) 활용 방안 연구하여 적용 합니다.
• 모니터링 플렛폼에서 Generative AI 활용방안을 연구하여 적용합니다.","• LangChain, LlamaIndex, AutoGen과 같은 프레임워크 개발 경험
• Python, Java 등 1개 이상의 Applicaion 개발 경험을 보유하신 분
• 최신 딥러닝 동향에 대한 이해가 있으신 분","• 책임감을 바탕으로 능동적이고 자율적으로 동료와 소통하며 업무를 수행하는 분
• 본인의 생각을 논리적으로 설명할 수 있는 분
• 개인의 역량을 성장 시키고자 하는 의지가 강하신 분
• 라이브러리 제작 또는 오픈소스에 기여하신 경험이 있으신 분
• 모니터링 서비스 사용 경험이 있으신 분
• Application, Server, DB, kubernetes 등 모니터링 데이터에 대한 이해가 있으신 분",
