경력,주요 업무,자격 요건,우대사항,기술
경력,"• 전사적 데이터 거버넌스 구축
- 매출, 회원가입, 거래액 같은 비즈니스 데이터부터 사용자 행동 로그, 프로모션 이벤트 등 제품 데이터를 아우르는 데이터 설계도를 수립하고 운영합니다.
- 각 스쿼드 및 유관 부서가 데이터를 효율적으로 활용할 수 있도록 정의·표준화된 지표와 로깅 체계를 마련합니다.
• 데이터 환경 기획·구축 및 운영
- AWS 기반의 인프라(예: Athena, S3, Spark)를 활용하여 데이터 레이크 및 마트를 설계하고, 데이터 품질 및 정합성을 유지하는 프로세스를 구축합니다.
- Superset, Kibana, Redash 등 시각화·모니터링 툴을 통해 실시간·배치 분석 환경을 안정적으로 운영하고, 이를 전사 구성원들이 쉽게 활용하도록 돕습니다.
• 데이터 드리븐 조직 문화 정착
- PM, 엔지니어 등 여러 직군과 협력하여 데이터 기반 의사결정을 촉진하는 프로세스와 문화를 이끌어갑니다.
- 각 스쿼드의 니즈를 파악하고, 주요 지표(서비스/제품/마케팅 등)에 대한 가설 검증·분석 프레임워크를 설계·제공함으로써, 조직 전체의 데이터 성숙도를 높이는 데 기여합니다.
• 분석 역량 강화 및 팀 빌딩
- 스쿼드 내 DA 혹은 데이터 활용 담당자에게 분석 방법론·도구를 안내하고 코칭하여, 전사적으로 데이터 역량을 내재화할 수 있도록 돕습니다.
- 향후 데이터 분석팀이 확장될 경우, 실무형 리더로서 팀을 이끌고 체계적인 인재 육성 및 조직 관리를 담당합니다.","• 5년 이상의 데이터 분석 경험
- 특히 데이터 인프라가 잘 구축된 환경에서 전체적인 데이터 파이프라인과 거버넌스를 경험해보신 분을 선호합니다.
- 매출, 회원 지표 등 비즈니스 데이터와 사용자 행동 로그 등 제품 데이터를 통합적으로 분석·관리해본 경험이 있으시면 좋습니다.
• 데이터 설계도(체계) 구축 역량
- 바닥부터 로깅 구조, 지표 정의, 데이터 마트 설계 등을 고민하고, 조직에 맞는 데이터 표준화 체계를 확립해본 경험
- 다양한 직군과 협업하며 데이터 거버넌스(정책, QA, 모니터링 체계 등)를 주도적으로 운영해본 역량
• 우수한 커뮤니케이션 능력
- PM, 엔지니어, 마케팅 등 여러 이해관계자와 원활하게 소통·설득하고, 효율적인 협업 프로세스를 만드는 데 능숙하신 분
- 데이터 기반으로 의사결정을 이끄는 과정을 즐기고, 변화와 성장을 위한 조직 문화를 만들어가실 수 있는 분","• 대규모 트래픽·로그를 처리해본 경험
- 정교하게 구축된 데이터 인프라 환경에서, 고도화된 분석 프레임워크나 철저한 QA 체계를 경험해본 분
- 원활히 작동하는 성숙한 환경을 직접 체득하고, 이를 제로투원 단계에 도입·응용해본 경험이 있다면 더욱 좋습니다.
• 제로투원으로 데이터 플랫폼 또는 분석 조직을 직접 세팅해본 경험
- 신규 서비스나 스타트업에서 데이터 거버넌스와 인프라를 초기부터 정의하고 확장해본 경험
- 성장 과정에서 발생하는 예측 불가능한 문제들을 유연하게 대응·해결해본 사례
• 데이터 문화 전파 경험
- 사내 데이터 교육, 세미나 등을 진행하거나, 각 부서와 협력해 분석 지표를 설계·정착시킨 경험
- 데이터 기반 의사결정을 위해 도구·프로세스 도입을 추진하고, 조직 전체가 지속적으로 활용할 수 있도록 설계해본 역량
• 비즈니스적인 감각
- 단순 분석(쿼리, 모델링)만이 아닌, 실제 프로덕트 성과·사업 목표를 개선하는 데 데이터가 어떻게 기여할 수 있는지를 이해하고, 적극적으로 제안하거나 실행해본 분

[사용중인 기술]
• SQL, Python, Spark
• Interactive Query Service
- Athena
• Data Visualisation
- Superset
- Kibana
- Redash
• 분석툴
- Jupyter Notebook, DBeaver
- 클라우드 플랫폼(AWS) 환경",
경력,"• 데이터 전략 및 로드맵 수립 : 데이터 플랫폼 전략 및 거버넌스 구축, 중장기 로드맵 개발
• 데이터 플랫폼 및 엔지니어링 리딩 : 데이터 파이프라인 설계, 데이터 아키텍처 최적화, 대규모 데이터 처리 및 자동화
• 데이터 조직 리딩 및 운영 : 30명 규모의 데이터 조직 리딩 (데이터 엔지니어, 데이터 사이언티스트/애널리스트, ML 엔지니어)
• 데이터 기반 비즈니스 문제 해결 : 데이터 전략을 비즈니스 요구사항과 연결하고, 데이터 기반 문제 해결 주도
• AI/ML 기반 서비스 최적화 : 데이터 기반 서비스 개선 및 최적화를 위한 전략적 의사결정
• 커뮤니케이션 및 조직 관리 : 엔지니어링, 제품, 사업팀과 협력하여 데이터 중심 조직 문화 조성","• 10년 이상의 유관 경력과 20명 이상의 데이터 조직 리딩 경험이 있는 분
• 데이터 아키텍처 설계 및 데이터 표준/거버넌스 수립 경험이 있는 분
• 데이터 파이프라인(ETL/ELT) 설계 및 대규모 데이터 플랫폼(AWS/GCP/Azure) 구축 경험이 있는 분
• 데이터 기반 의사결정을 통해 비즈니스 성과를 개선한 경험이 있는 분
• 비즈니스 및 서비스 정책에 대한 깊은 이해와 넓은 시야를 보유한 분
• 타 조직과 원활하게 협업하며 데이터 중심 조직 문화를 정착시킬 수 있는 분","• 대규모 데이터 아키텍처 설계, 데이터 거버넌스 및 표준화 정책 수립 경험이 있는 분
• 데이터 전략과 연계하여 의사결정을 할 수 있는 수준의 AI/ML 관련 지식을 보유한 분
• 모빌리티, 커머스, 플랫폼 기업에서 데이터 엔지니어링 및 데이터 아키텍처 경험이 있는 분
• SQL/BigQuery 및 데이터 웨어하우스 최적화, 대용량 데이터 처리 및 클라우드 플랫폼 운영 경험이 있는 분 (Snowflake, BigQuery, Redshift)
• 비즈니스 관점에서 대고객 서비스 정책을 수립하고 운영한 경험이 있는 분
• 빠르게 성장하는 환경에서 데이터 조직을 구축하고 운영한 경험이 있는 분",
경력,"직무 개요:
쿠팡 광고그룹(Coupang Ads)은 쿠팡 내에서 광고 플랫폼을 담당하는 조직입니다. 세계 곳곳에 분산되어 있는 조직인 쿠팡 애즈는 쿠팡 플랫폼에서 상품을 판매하는 업체들을 위한 광고 솔루션을 제공하는 데 집중합니다. 디스플레이 광고, 검색 광고, 성과형 광고, 브랜딩 광고, 비디오 광고 등이 쿠팡 애즈가 제공하는 광고 솔루션에 포함됩니다.
쿠팡 광고그룹의 Data Science 팀은 Coupang Demand 팀이 고객에게 강력한 CX를 제공하고 이를 통해 예측 가능한 수익 성장을 이끌 수 있도록 혁신적인 데이터 기반의 솔루션을 개발하는 업무를 담당하고 있습니다. 광고 팀과 긴밀하게 협력해 다양한 광고주, 최종 사용자, 이커머스, 광고, 상품, 파이낸스 데이터를 활용해 특별한 인사이트를 도출하고 세일즈 팀의 세일즈를 가속화하도록 지원합니다. 데이터를 통합하여 활용 가능한 인사이트를 제공하고, 복잡한 비즈니스 질문에 답을 제시하며, 고객에 대한 이해를 높이고 세일즈 조직을 통해 영향력을 발휘하는 데 필요한 사항을 심층적으로 파악합니다.

담당 업무:
• 쿠팡 광고그룹의 Demand 팀을 위해 고성능 ML 기반 모델 및 인사이트를 구축합니다. 해당 포지션은 쿠팡 애즈의 세일즈, 전략, 운영, 프로덕트 및 파이낸스 이해관계자에게 사고 파트너(thought partner)로서 보다 많은 광고주로부터 수익을 확대할 수 있도록 혁신적이고 확장 가능한 방법을 모색합니다.
• 성장을 도모하고 가시적인 비즈니스 성과를 달성하기 위해 주요 비즈니스 지표에 대한 깊은 이해와 데이터 인사이트 활용 능력을 바탕으로 한 강력한 비즈니스 통찰력을 갖추고 있습니다.
• 프로덕트, 파이낸스, 개발 팀 파트너와 협업해 시즈널리티 및 고객과 세일즈 팀의 성공을 이끄는 영향력 있는 패턴과 관련해 ‘이유’를 찾는 중요한 질문을 파악하고 이에 대한 답을 찾습니다. 모호한 비즈니스 과제를 실행 가능한 계획으로 구조화하기 위한 노력을 주도하고, 팀이 비즈니스에 영향을 미치고 데이터 중심의 의사 결정을 내릴 수 있도록 하는 신뢰성이 높고 고품질의 기술 결과물을 지속적으로 제공하도록 합니다.
• 복잡한 분석 결과와 인사이트를 개발 팀 및 비개발팀 이해관계자 모두에게 명확하고 간결한 방식으로 전달합니다.
• 포용적인 문화로 재능있고 다양한 팀을 구축하는 노력을 주도합니다.

쿠팡 광고그룹의 Staff Data Science 로서 다음과 같은 업무를 담당하게 됩니다.
• 높은 가치의 행동: 고객 프로필, 사용 고도화 정도, 광고 성과, CX, ROI, 가격 설정 및 시즈널리티 등 다양한 요인을 파악해 Demand 팀이 고객 ROI 달성에 집중하고 리텐션을 개선하며 수익을 가속화할 수 있는 높은 가치의 액션을 파악합니다.
• 시즈널리티 및 예측: 세일즈 수요 프로세스의 중요 구성 요소인 이커머스, 광고 매출, 계절별 예측 모델을 설계하고 유지합니다. 이를 활용해 Demand 팀 별 적극적인 세일즈 모션을 지원합니다. 세일즈 패턴을 분석해 추세를 파악하고 파이낸스 예측을 지원합니다.
• 세분화: 고객과의 세일즈 상호작용(넛지, 피칭, 미팅, 자료 전달 등)과 고객의 추천 채택, 광고 상품 이용, 성과 및 이탈을 기반으로 새로운 세그먼트를 개발하여 세일즈 팀에게 보다 많은 인사이트를 제공하고 고객 니즈에 보다 효과적으로 대응할 수 있도록 조직 방식을 조정하기 위한 노력을 지원합니다.
• 인사이트 및 지표: 주요 성과 지표와 모델 및 분석에서 얻은 인사이트를 제공하고 기존 및 신규 프로덕트 기능에 통합하기 위해 프로덕트 및 개발 팀에 공유합니다.
• A/B 테스트: A/B 테스트를 설계, 실행, 분석하고 테스트에서 얻은 인사이트를 발굴해 프로덕트 이터레이션에 대해 알리고 우선순위를 결정합니다. 통계적 정확성을 가지고 테스트 결과 동인에 ‘왜?’를 찾기 위해 코호트 연구를 수행합니다.
• 머신 러닝 - 광고 예측 및 추천 모델을 개선 및/또는 구축해 비즈니스, 광고주, 고객에게 긍정적인 가치를 창출할 수 있도록 지원합니다.
• 간결한 스토리 전달 - 테스트 완료 후 데이터와 테스트 결과에 숨겨진 비즈니스 ‘스토리’를 강력하게 전달하는 시의적절하고 설득력 있으면서 사실에 기반한 테스트 요약을 정리합니다."," 이상적인 후보자는 광고 데이터 사이언스, 실험, 비즈니스 분석, 파이낸스 분석, 시장 조사, 경영진 보고를 수행하는 데이터 사이언티스트 및 분석가로서 10년 이상의 경력 보유
• Data Scientist 및/또는 데이터 분석 팀을 이끌 수 있는 능력
• ML 모델 성능에 대한 심층적인 이해와 정확도 향상을 통해 긍정적인 비즈니스 결과 도출
• 뛰어난 SQL 활용 역량
• 통계 분석을 위한 Python (or R)
• Hive, Presto, Airflow
• 탁월한 정량적 분석 스킬
• 원활한 커뮤니케이션 역량
• 매우 체계적이고 디테일 중심적인 사고
• 빠르게 변화하는 조직에서 여러 이해관계자를 위해 다수의 프로젝트를 동시에 관리할 수 있는 역량","• 통계 분야 경험이 많은 분
• 머신 러닝 경험
• 광고기술/공고(검색, 디스플레이, 브랜딩, 리타겟팅, 소셜 미디어, 스트리밍 비디오 등), 디지털 마케팅, 광고 에이전시 또는 • 관련 도메인 경험
• 데이터 시각화(예: Tableau, Qlik, Looker, Power BI)
• 기술 분야의 박사 또는 석사학위 소지자",
경력,"• 크롤링 및 시스템 개발
• 기타 백엔드 프로그램 유지보수","• Elasticsearch, 몽고디어 운영 경험
• AWS 사용 경험
• Python 개발 숙련자 (1년이상)
• LLM 사용 가능자
• OS/네트워크/자료구조 등 관련지식
• 데이터 설계를 해보신 분
• react/ typescript/ Nest, js/ Nde,js/ 백엔드 경험자","• 실시간 데이터 처리 경험
• 부동산 정보, 지도 서비스 지식
• 검색 도메인 개발과 Elasticsearch 기반 개발 및 운영 경험
• 다양한 직군의 사람들과 탁월한 협업 능혁을 바탕으로 원할한 커뮤니케이션이 가능하신 분",
경력,"데이터 분석 및 머신러닝 모델 개발
산업별 머신러닝 프로젝트 수행","3년 이상의 데이터 분석 경력
프로젝트의 요구사항을 분석하고 창의적 문제해결 방안을 제시할 수 있는 분
수학, 컴퓨터공학, 통계학, 데이터분석 등 관련 전공 졸업자
머신러닝 알고리즘 및 이론 이해
데이터 분석/모델링을 위한 언어 및 프레임워크 역량을 보유하신 분(Python, SQL, Pandas, Spark 등)
다양한 직군, 이해 당사자와 원활한 커뮤니케이션이 가능한 분
자격요건 관련 포트폴리오 필수 첨부(참여율 기재)","관련 분야 석사 이상 학위를 소지한 분
머신러닝 관련 연구경험이 있는 분
새로운 기술, 제품, 서비스 및 비즈니스 모델을 빠르게 학습하고 적용할 수 있는 분
영어 또는 일본어 가능자",Python
경력,"• 최첨단 AI 모델 및 방법론을 적용하여 비즈니스 니즈 및 문제 해결
• LLM 모델 구축, POC 수행 및 최적화하여 프로덕션에 배포
• 생성형 AI를 활용한 최첨단 솔루션의 설계, 전파 및 구현","• 최소 5년 이상의 데이터 과학/공학 또는 통계학 관련 분야 경력
• Python 관련 다양한 분석/모델링 언어와 프레임 워크에 능숙한 역량 (PyTorch, Tensorflow, PySpark 등)
• 대형 언어 모델 (LLM)을 사용한 딥러닝 또는 자연어 처리에 대한 깊은 이해도","• 데이터과학/공학 또는 통계학 관련 석사 학위
• Prompt Engineering, Fine-tuning 경험 있으신 분
• 생성형 AI 프로젝트 경험이 있으신 분
• 영어 회화 Skill 보유","Python
R
SQL
NLP"
경력,"• Kafka 기반 CDC 시스템을 구축하고 운영하여 서비스로부터 발생하는 내부 데이터를 수집해요.
• Python, Spark 기반의 안정적이고 효율적인 데이터 파이프라인을 구축 및 운영해요.
• 데이터 거버넌스 및 권한 체계를 구축해요.
• 데이터 플랫폼, 인프라를 안정적으로 운영하고 최적화 시켜요.
• 데이터 품질, 처리 성능을 모니터링해요.","• 데이터 엔지니어링 유관 업무 3년 이상의 경력을 보유한 분
• Hadoop & Spark 등 분산 처리 시스템에 대한 이해가 있고 직접 경험해보신 분
• Kafka & Kafka Connect, Streaming 등 Kafka에 대한 이해도가 높고 운영 경험이 있으신 분
• 프로그래밍 언어(Python, Scala 등)와 Database 전반에 대한 이해도가 있으신 분
• 뛰어난 커뮤니케이션 역량으로 팀원들과 소통하고 능동적인 협력이 가능하신 분","• AWS & Databricks 등 클라우드 환경에서 개발 및 운영 경험이 있으신 분
• 대용량 데이터 처리를 위한 분산시스템을 구축하고 운영한 경험이 있으신 분
• Airflow, Airbyte, Perfect 등 Workflow manager 운영 경험이 있으신 분
• Docker/Kubernetes와 같은 컨테이너 환경에서의 경험이 있으신 분
• 데이터 거버넌스 구축 및 운영 경험이 있으신 분",
경력,"1. 인구 데이터 기반 오프라인 광고 캠페인 성과 측정 모델 개발
2. 캠페인 성과 측정 데이터 시각화 및 대시보드 파이프라인 구현
3. 위치 데이터 및 마케팅 데이터 기반 캠페인 효과 측정 분석 모델 개발","• 3년 이상의 데이터 엔지니어링(혹은 유관업무) 경험, 또는 그에 준하는 역량을 가지신 분
• Python을 사용한 데이터 분석과 SQL 활용에 능숙하신 분
• 통계 지식을 바탕으로 한 데이터 분석 및 모델링 경험이 있으신 분
• 머신러닝/데이터 사이언스 분야에 대한 이해도가 있으신 분","[이런 경험이 있다면 더욱 환영해요!]
• 유동인구 데이터 또는 위치 기반 데이터 분석 경험
• 공간 데이터 분석 및 시계열 예측 모델 개발 경험
• 데이터 시각화 경험
• Hadoop, Spark 등 빅데이터 분석 플랫폼 활용 경험
• 데이터 사이언스/통계학/컴퓨터공학 관련 전공 석사 이상


[이런 성향을 가지고 있으시다면, 저희 팀과 잘 맞으실 거에요]
• 본인이 개발한 데이터 모델이 실제 비즈니스 성장에 기여하는 것을 원하시는 분
• 데이터로 새로운 가치를 창출하는 것에 열정이 있는 분
• 동료들과의 협업을 통해 시너지를 만들어내는 것을 좋아하시는 분","Git
JIRA
Slack
Hadoop
Linux
MySQL
Scikit-Learn
Spark
Python
R
SQL
Docker
NumPy"
경력,"＜ elecvery Data Engineer ＞

elecvery의 Data Engineer는 elecvery 서비스에서 발생하는 다양한 ETL 데이터 파이프라인을 관리하고, 데이터 수집을 위한 Crawler 및 메세지/데이터 처리 시스템 개발, 시계열/지리/비정형 등 다양한 형태의 데이터에 대한 분석 및 시각화 업무를 담당합니다.
서비스 및 비즈니스 의사 결정에 필요한 다양한 데이터에 대한 인사이트를 발굴하고, 이를 Serving 하기위한 시스템을 구축합니다.","• 기술 스택: Python, Java/Kotlin, Kafka, NoSQL(MongoDB, Redis) 등
• 만 1년 이상의 클라우드 환경에서 데이터 파이프라인을 구축하고 운영해본 경험이 있는 분
• 데이터 수집, 정제, 처리 (ETL)를 위한 시스템 구축 및 운영 경험을 보유하신 분
• 통계적/수학적 지식을 기반으로 서비스에서 발생하는 데이터에 대한 분석 및 모델링 경험을 보유하신 분
• 문제에 대한 면밀한 관찰력과, 문제를 해결하기 위한 커뮤니케이션 역량을 보유한 분","- 모빌리티 데이터 분석 경험 보유자 우대
- 데이터 기반의 신규 비즈니스 발굴, 인사이트 도출에 대한 열정이 넘치시는 분","Java
Kotlin
Python
AWS
NoSQL"
경력,"• 부동산 총회 서비스의 데이터를 다루는 추천 예측 모델 개발
• 부동산 총회 절차의 자동화를 위한 AI Workflow 연구개발
• 신 AI 모델 적용/구현/성능 검증 및 최적화"," 다양한 AI 서비스와의 연동을 해보신 분
• LLM Prompt-Engineering 및 Fine-Tuning 해보신 분
• AI 태스크에 대한 Pipeline 구축을 해보신 분
• 특정 도메인(부동산 총회) 영상 및 오디오 데이터를 다룰 수 있는 분

• Python 프로그래밍이 능숙한 분
• Prompt Engineering에 대한 이해도가 있는 분
• LLM 프레임워크, 파이프라인 아키텍쳐링 경험이 있는 분
• 파인튜닝, RAG, 프롬프트 엔지니어링 기법 실제 적용 경험이 있으신 분
• 클라우드 플랫폼을 활용한 LLM 서비스 구축 경험이 있는 분","• 머신러닝/인공지능 등 유관분야 경험자
• 머신러닝 알고리즘 관련 이해가 있는 분
• Auto Prompt Tuning에 대한 경험이 있는 분
• 대규모 데이터 분산/병렬 처리에 대한 경험이 있는 분
• 최신 AI 기술 및 비즈니스 트렌드를 파악하고 계신 분
• 주도적인 프로젝트 유경험자
• 원활한 의사소통 능력 및 팀 협업 스킬을 보유하신 분","PyTorch
Tensorflow
Python
SQL
AWS
Docker"
경력,"• 데이터 분석을 통한 비즈니스 인사이트 도출 및 프로젝트 리딩
• 데이터 통합 및 활용을 위한 제안, 설계, 구축
• 빅데이터 모델링 및 활용을 위한 시각화 기획
• 분석/설계/개발 산출물의 정합성 검증
• 다양한 고객 행동 데이터 & 메타 데이터 통합 분석 및 인사이트 도출
• BI 시스템 유지 운영 및 보수
• 분석 요건 기획 및 데이터 흐름 수집 관리
• Data-Driven 의사결정을 위한 지표를 개발 및 BI 제공
• 해외 법인 대상 VOC 대응 및 계정 관리","• 데이터 분석에 필요한 SQL, Python 사용 가능하신 분
• 데이터 시각화 솔루션을 이용한 지표 시각화 경험이 있으신 분
• Jira 및 Confluence 협업툴 사용 가능하신 분
• 대규모 데이터 관리, 패턴 분석, 시각화 도구 사용, 모델링 경험이 있으신 분
• 비즈니스 영어 가능하신 분","• 수학 / 통계 / 컴퓨터 공학 등 데이터 분석 관련 전공하신 분
• BI tool 활용 가능하신 분 (Tableau, QuickSight 등)
• AWS, Adobe Analytics, Google Analytics, BigQuery 사용 경험이 있으신 분",
"신입, 경력","• 데이터 분석가와 Business 컨설턴트로 이루어진 팀 단위 프로젝트 수행
• 고객/매출 및 제조/공정 등 고객사 현황 분석을 통한 인사이트 도출 및 문제정의
• Business 및 데이터 분석 인사이트 기반 문제 해결 (프로세스 개선, 경영진/현업 의사결정 지원)
• 분석 결과 활용, 고객 업무 Digital Transformation 위한 Process Re-design
• 고객사 업무 적용 위한 분석 모델 설계 및 개발","• Python 기반 머신러닝 / 딥러닝 모델 개발 가능한 분
• SQL / Phython 기반 데이터 모델링 / 엔지니어링 가능한 분
• Cloud 환경 (AWS, MS AZURE 등) 활용이 원활한 분
• 논리적 사고 및 분석력 보유한 분
• Full-time 근무 가능한 분
• 지방 및 해외 출장 가능한 분","• 제조업 및 SCM 오퍼레이션 관련 경험/ 이해 역량 보유한 분
• 통계, ML/DL 이해 및 모델 설계 경험
• Microsoft office 활용 역량 보유한 분","MySQL
Python
SQL
AWS"
경력,"• 데이터 대시보드 관리 및 지표 체계 구축
• 인사이트 정리 및 데이터 리터러시 향상을 위한 환경 구축
• 데이터 가공 및 전처리
• 데이터 분산처리 플랫폼 설계, 구축
• 데이터와 관련한 인프라 및 기반 시스템 운영 관리, 모니터링
• 데이터 관련 클라우드 제품, 솔루션 연구와 실험
• 머신러닝 모델 서빙 인프라 설계, 구축","• 학력/전공: 무관
• 커뮤니케이션을 간단 명료하게 하실 수 있는 분
• SQL 활용이 가능하신 분
• Public/Private Cloud 내 데이터 파이프라인 구축을 경험하신 분
• Extract Transform Load(ETL) 프로세스에 대한 이해와 운영을 경험하신 분
• 데이터베이스 기초, 데이터웨어하우스 전반에 대한 지식을 보유하신 분","• 관련분야 경력 2년 이상 보유자
• Airflow 등 데이터 워크플로우 설계 경험이 있는 분
• 데이터베이스 설계 능력
• Hadoop, Hive, Presto, Spark 등 빅데이터 플랫폼 관련 기술 사용 경험
• GA, Tableau, Google Looker Studio 등 외부 분석/시각화 도구에 대한 지식이 있으신분
• Data Warehouse, DataLake 및 ETL 파이프라인 구축/개발/운영 경험 경험이 있으신 분
• Docker, K8S 관련 환경에서의 구축 경험이 있으신 분
• 스스로 고민하고 문제를 해결하는것을 지향 하시는분","Hadoop
Spark
SQL
Tableau"
경력,"• 여러 팀(운영, 개발, 마케팅 등)과 협력하여 비즈니스 목표에 맞는 데이터 분석 과제를 도출하고 해결
• 제품 및 서비스에서 생성된 방대한 데이터를 탐색적으로 분석하고, 문제 해결 및 성장을 위한 데이터 설계
• 데이터 분석을 통해 도출된 인사이트를 기반으로 다양한 가설을 정의하고 검증
• A/B 테스트 등 실험 설계 및 결과 분석을 통해 실질적인 비즈니스 성과로 연결
• 핵심 성과 지표(KPI)를 정의하고, 이를 추적하기 위한 시각화 도구(대시보드 등) 제작","• 1년 이상의 데이터 분석 경험, 실제 제품 또는 서비스 개선을 위해 데이터를 활용한 경험이 있으신 분
• 문제 해결을 위한 다양한 가설을 세우고, 이를 데이터로 검증해 본 경험
• 독립적으로 실험을 설계하고 결과를 분석할 수 있는 능력
• Python, SQL 등의 프로그래밍 언어 또는 데이터 도구를 능숙하게 다룰 수 있는 능력
• 데이터 기반 인사이트를 이해하기 쉽게 전달할 수 있는 뛰어난 커뮤니케이션 능력","• BigQuery 또는 SparkSQL을 활용한 데이터 분석 경험
• IoT 데이터, 위치 기반 데이터, 사용자 행동 데이터 분석 경험
• 모빌리티 서비스에 대한 관심 및 이해
• A/B 테스트와 인과 추론에 대한 통계적 이해",
경력,"• 도메인 내 다양한 서비스와 비즈니스 영역에 대한 데이터 분석 및 문제 정의를 주도적으로 수행
• 비즈니스 변화에 따라 데이터 리소스를 관리하고, 적절한 데이터 분석과 리소스 계획 수립
• 다양한 데이터를 바탕으로 인사이트를 도출하고 프로덕트를 Interactive하게 발전시키며 고객 가치를 제고","• 데이터 분석 또는 관련 실무 경험 3년 이상
• Google Analystics 등 데이터 리포팅 툴 사용능력
• SQL을 이용해 대용량 데이터를 추출하고 다룰 수 있는 능력
• 비지니스 중요도를 고려하여 리소스 분배및 업무 우선순위 설정
• 다양한 지표를 이해하고 이를 시각화 대시보드로 구현하여 비지니스 인사이트를 제공","[우대사항]
• 글로벌 B2C 서비스에서 데이터 분석 경험을 보유한 분
• 클라우드 환경에서 대용량 데이터 분석 경험을 보유한 분

[캐릭터 & 성향]
• 직군과 관계없이 어울릴 수 있고, 적극적인 커뮤니케이션을 하려고 노력하는 분
• 우선순위를 명확히 하여 Resource 대비 최대의 Impact를 만들어 줄 수 있는 분
• 나의 팀만을 위한 의사결정이 아닌 사업부 차원의 의사결정을 할 수 있는 분
• 사업과 조직의 Stage변화에 맞춰 유연하게 사고하고, 일하는 방법과 Role, Formation 방식 등에 유연하게 대응할 수 있는 분
• 콘텐츠에 대한 진심과 애정으로 콘텐츠業을 사랑하며 진정한 덕업일치를 이루고 싶은 분","SQL
Google Analytics"
경력,"수행업무 :

ML/DL 모델 구현(기술 키워드 추출 및 기술 보유 기업 발굴):
• 학습 및 평가 데이터를 설계, 구축하고, 이를 기반으로 자연어 처리(NLP) 모듈을 개발하여 기업 관련 문서에서 기술 키워드를 추출하고 이를 통해 해당 기술을 보유한 기업을 발굴하는 알고리즘을 설계 및 구현

모델 성능지표 설계 및 자동화:
• 추출된 키워드 및 발굴 기업의 정확도 및 효율성을 측정하기 위한 성능지표를 설계하고, 이를 기반으로 전체 모델 학습 및 평가 프로세스를 자동화

데이터 구축 및 운영:
• 기업 기술 정보와 관련된 데이터 구축 가이드를 작성하고, 이를 실제 운영 과정에 적용하여 데이터 품질을 지속적으로 관리

PoC(기술 검증) 참여:
• 다양한 금융 기관과의 기술 검증(PoC) 작업에 참여하여, 알고리즘의 실용성과 효용성을 확인

기업평가 모형 개발 보조:
• 기업 기술 분석 결과를 바탕으로 기업 평가 모형 개발을 지원


기술스택 :
• Tool : Python, SQL
• DBMS : PostgreSQL, MongoDB
• Library : NumPy, Pandas, Scikit-Learn, PyTorch, TensorFlow 등
• Skills : 자연어 처리(NLP), 머신러닝/딥러닝 모델 설계 및 구현, 데이터 전처리 및 분석","• 학력 : 대졸 이상 (4년)
• 전공 : 데이터사이언스, 수학/통계학, 경영학, 공학 계열 등 유관 학위 소유자
• 기술 : Python, SQL
• 경력 : 2년 이상","• 인공지능(AI) 프로젝트 수행 경험(자연어 처리, 분류 알고리즘)
• 딥러닝 라이브러리 사용 경험(PyTorch, TensorFlow 등)
• NLP 논문 작성 및 구현 경험
• 모델 학습부터 배포까지의 파이프라인 구축 및 운영 경험
• DBMS : PostgreSQL, Oracle 활용 가능자
• 석사학위, 박사학위 수여자
• 빅데이터 분석기사, 데이터분석(준)전문가, SQLD, 신용분석사, 공모전 입상자, 영어능통자",
경력,"검색추천개발팀의 데이터 사이언티스트는 통계/머신러닝(ML)/인공지능(AI)에 대한 전문 역량을 바탕으로 검색 및 추천 도메인의 문제를 탐구하고 개선합니다. 사용자의 피드백 데이터를 기반으로 고객의 니즈를 파악하고, 탐색 경험을 개선하는 구현과 실험을 지속적으로 수행합니다.

• 검색/추천 서비스 내 ML 모델의 개발·운영
• 프로덕트 요구사항에 적합한 데이터 파이프라인 개발·운영
• 유저 데이터 분석과 이를 기반으로 하는 프로덕트 가설 수립 및 검증

[담당 서비스]

• 상품 검색 시스템 및 API
• 급상승 검색어, 자동 완성, 오타 보정 등 검색 부가 서비스
• 검색/추천 서비스 어드민 및 운영 도구
• 연관 상품 추천 시스템 및 API
• 상품 목록 추천 순 정렬 서비스","• 검색 또는 추천 모델링 분야에서 2년 이상의 실무 경험이 있으신 분
• 통계/머신러닝(ML)/인공지능(AI) 유관 분야 전공자 또는 이에 상응하는 지식을 갖추신 분
• SQL, Python 등의 언어를 활용하여 ML 워크플로구현이 가능하신 분
• 도메인 문제 해결을 위해 관련 분야 리서치를 이해하고 응용하는 역량을 갖추신 분","• 머신러닝 기반의 검색 또는 추천 랭킹 최적화 경험이 있으신 분
• 시맨틱 서치, 자연어 처리, 정보 검색(Information Retrieval) 등의 분야에 전문성이 있으신 분
• AWS 또는 GCP 환경에서 ML 워크플로 구현 및 운영 경험이 있으신 분
• 가설 수립과 실험을 기반으로 프로덕트 핵심 지표를 개선한 경험이 있으신 분","Python
SQL
AWS
ML"
