경력,주요 업무,자격 요건,우대사항,기술
경력,"• 사용자 요구사항 분석을 기반으로 한 UI/UX 디자인 기획 및 실행
• 웹 및 모바일 애플리케이션 인터페이스 설계
• 사용자 플로우 및 와이어프레임 제작
• 프로토타입 제작 및 사용자 테스트를 통한 피드백 수렴
• 디자인 트렌드 및 기술 동향 파악 및 적용
• 개발자와 협업하여 디자인 구현
• 고객 경험 개선을 위한 UX 리서치 및 최적화","• UI/UX 디자인 경력 3년 이상
• Figma, Sketch, Adobe XD 등 UI/UX 디자인 툴 능숙
• 사용자 경험 최적화를 위한 UX 리서치 및 분석 경험
• 웹 및 모바일 플랫폼에 대한 이해 및 설계 경험
• 뛰어난 문제 해결 능력 및 논리적 사고
• 포트폴리오 제출 필수","• 애자일(Agile) 개발 환경에서의 경험
• HTML/CSS와 같은 기본적인 프론트엔드 기술 이해
• 디자인 시스템 운영 경험
• 고객과의 직접적인 소통을 통한 프로젝트 경험",
경력,"• 미리캔버스 사용자의 문제를 찾고, 데이터 기반의 UX 솔루션을 제안합니다.
• 퀄리티 높은 UI와 인터랙션을 설계하고, 효율적인 커뮤니케이션으로 전달합니다.
• 디자인 SaaS 시장 내에서 미리캔버스만의 가치를 제공할 수 있는 차별화된 아이디어를 제안합니다.
• 미리캔버스 디자인 시스템과 가이드를 고도화하고 운영합니다.
• 프로덕트 디자이너 팀의 채용, 훈련, 코칭 등의 리더 역할을 담당합니다.","• 만 7년 이상의 프로덕트 디자인 경력자
• 데이터 기반의 사고로 사용자 경험을 개선하고, 이를 성과로 증명한 경험이 있는 분
• 디자인 시스템을 활용해 UI를 설계하고, 이를 구축·유지·보수한 경험이 있는 분
• 다양한 배경의 동료들 효과적으로 소통하며, 팀으로서의 임팩트를 만들어 본 경험이 있는 분
• 디자인 팀 내에서 리더십을 발휘하여 팀의 성장과 목표 달성에 기여한 경험이 있는 분","• 성공했거나 급성장 중인 프로덕트, 서비스에서 관련 업무를 진행하신 분
• 적극적인 소통과 일이 되게 하기 위한 집념을 가지고 계신 분
• 온라인 디자인 & 프레젠테이션 제작 툴에 대한 비전을 고민해 보신 분
• UX Writing 가이드라인 구축 혹은 디자인 시스템 구축 경험이 풍부하신 분",
경력,"• 다양한 AI 에이전트 기반 서비스 UI/UX 디자인 및 개선
• 디자인 시스템 구축 및 유지 관리
• 개발자 및 기획자와 긴밀히 협업하여 디자인 솔루션 제공","• Figma 활용이 능숙하신 분
• Adobe Photoshop, Illustrator 등 활용이 능숙하신 분
• 원활한 커뮤니케이션 및 적극적인 협업 태도를 가진 분
• 인하우스 디자인 경험 및 외주 프로젝트 경험이 있으신 분", 그래픽 작업에 능숙하신 분,"디자인
Adobe Photoshop
Adobe Illustrator
UX 디자인
UI 디자인
Figma"
경력,"• 제품 상위 기획 및 목표 설정에 참여합니다.
• 문제를 정의하고 상황별 유연한 해결책을 제시하며, 고객의 불편과 의견을 정량·정성적으로 수집하여 지속적으로 개선합니다.
• UX 전략 및 방향성을 수립하고, 사용자 및 시장 조사를 수행합니다.
• 복잡한 B2B 시스템을 이해하고, 이를 직관적이고 사용하기 쉽게 구조화된 UI/UX로 설계합니다.
• 지표를 기반으로 서비스를 운영하고, 비즈니스 성과 개선을 위한 디자인 솔루션을 제안합니다.","• 인하우스 경험을 포함한 프로덕트 디자인 경험 5년 이상이신 분
• 서비스 또는 고객 분석을 기반으로 실제 개선 및 모니터링을 수행한 경험이 있으신 분
• 비즈니스적 상황과 정책을 고려하여 일관된 UX 및 UI를 설계한 경험이 있으신 분
• 내가 원하는 것이 아닌, 고객에게 필요한 것을 정량·정성적 데이터에 근거하여 해석할 수 있으신 분
• 최고의 고객 경험을 위해 협업하는 동료들(PM, Engineer 등)을 논리적으로 설득해 본 경험이 있으신 분
• 복잡한 시스템을 이해하고 단순화하는 능력과 꼼꼼한 기획력을 갖추신 분
• 조형 및 정보 위계의 논리로 생각을 시각화하고, 구체화할 수 있으신 분","• B2B 서비스 또는 복잡한 시스템을 설계하고 개선한 경험이 있으신 분
• 다양한 플랫폼(Web/App) 디자인 경험이 있으신 분
• 모바일 서비스를 직접 기획 및 설계하고 디자인하여 시장에 출시해 본 경험이 있으신 분
• 디자인 시스템을 제작·관리·개선하며 서비스를 고도화한 경험이 있으신 분","디자인
Adobe Photoshop
Adobe Illustrator
Figma"
경력,"• 팝업스토어, 매장 내외부 vmd 디자인
• 프로모션, 광고소재 및 웹 배너 디자인
• 인스타그램 컨텐츠 이미지 디자인
• 리플렛, POP 디자인
• 사내 디자인 업무 지원","• 해당 업무 4년 이상 경력자
• 포토샵, 일러스트, 인디자인 외 디자인 툴 능숙자
• 포트폴리오 제출 필수","• 웹에이전시 출신
• 화장품 업계 관련 경력자
• 타 부서와 원활한 협업이 가능하신 분
• 업무 속도가 빠른 분",
경력,"• Design intuitive interfaces optimized for web and mobile platforms tailored to English reading
영어 독서용 웹/모바일 플랫폼에 특화된 직관적인 인터페이스 디자인
• Develop illustrations, icons, and visual elements to support learning experiences
학습 경험을 지원하는 일러스트레이션, 아이콘 및 시각 요소 개발
• Collaborate with developers, product managers, and content creators
개발자, PM, 콘텐츠 제작자와 협업하여 일관성 있는 디자인 제공
• Iterate designs based on user feedback and usability testing
사용자 피드백 및 사용성 테스트를 기반으로 디자인 개선","• 3+ years of experience in UI/UX design or illustration
UI/UX 디자인 또는 일러스트레이션 분야에서 3년 이상의 경력
• Proficiency in design tools like Figma, Adobe Creative Suite
Figma, Adobe Creative Suite 등 디자인 툴 숙련자
• Portfolio showcasing UI/UX and illustration work
UI/UX 및 일러스트 작업물을 포함한 포트폴리오 보유
• Basic English communication skills
기본적인 영어 소통 가능","• Ability to create engaging educational illustrations and visual storytelling
학습용 일러스트 및 스토리텔링 시각 자료 제작 능력
• Experience working as a designer in edtech or learning-focused products
에듀테크 또는 학습 중심 제품에서 디자이너로 근무한 경험
• Experience conducting usability tests or user research
사용성 테스트 또는 사용자 리서치를 직접 수행해 본 경험","Adobe Illustrator
UX 디자인
UI 디자인
Figma"
경력,"• W컨셉 프로덕트의 문제를 정성적, 정량적 데이터를 통해 문제점 발견 및 개선
• 고객 중심의 문제 정의와 고객이 바라보는 관점에서 최적의 해결책을 제안
• 고객 경험에 중심을 둔 UX 설계, Prototype 제작 및 UI 디자인으로 서비스를 통해 고객이 느끼는 경험에 대해 디자인
• 정교화된 디자인 시스템 구축 및 서비스 디자인 정책과 가이드라인을 운영하여 일관된 사용성을 제공","• 빠르게 실행할 수 있는 행동력과 다양한 직군과 원활하고 논리적인 커뮤니케이션이 가능하며, 유연한 태도를 가지신 분
• 숙련된 디자인툴(Figma)을 활용해 완결성 있는 웹/앱 UI를 구성할 수 있는 분
• PO, 개발자, MD 등 다양한 직군의 동료들과 긴밀히 협업하여 전략을 도출하고 문제를 해결해 본 경험이 있으신 분","• 팀/조직 문화를 이해하고 능동적 사고를 통해 주도적인 성향으로 일한 경험이 있으신 분
• 이커머스 또는 패션 플랫폼 디자인 경험이 있거나 관련 업계의 프로덕트에 이해도가 있으신 분
• 사용자 관점 및 비즈니스 이해를 통한 UX 설계하고 시장에 출시해 본 경험이 있는 분
• 디자인 시스템 가이드 구축 혹은 활용 경험이 있으신 분
• 데이터를 통해 주도적으로 문제를 파악하고 해결한 경험이 있는 분",
경력,"• 디자인 방향 제안 및 구축
• 상세 정책, UX Flow, Flow Chart, UX writing, Prototype, UI 등을 설계
• 비즈니스 목표에 맞춘 필드 리서치, 사용자 분석
• 정량적, 정성적 데이터를 기반으로 문제를 정의하고 지속적으로 개선
• 디자인 시스템 관리 및 개선","• WEB/APP UI/UX에 대해 지식과 관심이 많으신 분
• 복잡한 정보, 기술, 정책을 이해하고 알맞은 솔루션(UX)을 설계한 경험
• Figma를 이용해 위계 있는 Product를 구성하실 수 있는 분
• 자신의 UI/UX의 개선 방향 및 디자인을 팀원들에게 근거를 가지고 설득할 수 있는 분
• 비즈니스 로직 및 데이터 구조에 대한 이해가 있으신 분",,
경력,앱 서비스 운영 UI/UX 디자인," Figma, Adobe 제품 등 주요 디자인 툴을 능숙하게 다룰 수 있는 능력을 가지신 분
• 프로토 타이핑 툴을 통한 화면 흐름과 인터랙션 제작 경험이 있으신 분
• 사용자 여정 설계와 와이어프레임 및 프로토타입 설계 경험 있는 분
• 웹 및 모바일 플랫폼에 대한 기본적인 이해와 각 플랫폼의 UI 가이드라인 준수 경험 있는 분
• 여러 기획자 및 개발팀과 협업한 경험이 있으신 분
• 근무형태 : 정규직 (수습기간 3개월)","• B2B, B2C 서비스 디자인 경험이 있으신 분
• Android/IOS/Web의 실무 환경에 대해 이해도가 있으신분
• HTML, CSS, javascript에 대한 기본적인 지식이 있는 분
• 모임 서비스, 채팅 서비스 디자인 경험이 있으신분
• 협업 경험 및 원활한 커뮤니케이션이 가능하신 분
• 웹 퍼블리싱 경험이 있으신 분",
경력,"Product Designer는 고객에 대한 깊은 이해를 바탕으로 유관부서(기획, 개발, PM 등)와 긴밀하게 협업하여 최상의 사용자 경험을 설계하고 프로덕트 성장에 기여합니다. 고객의 유입 및 가입, 송금 완료 그리고 탈퇴 후 재가입, 백오피스 사용자 등 다양한 고객의 모든 단계에 대해서 프로덕트 디자인 품질 전반을 책임집니다.

• PO, PM과 함께 사용자 문제 정의 및 해결책 제안
• 모바일 앱, 웹, PC 웹 (어드민 / 백오피스 포함) UX 설계 및 UI 디자인
• PO, PM, 개발자 등 내부 구성원들과의 소통 및 개발에 필요한 모든 디자인 업무 (figma 사용)
• 디자인 시스템 정의 및 개선","• 5년 이상 In-house 환경에서 개발자, 프로덕트 매니저 등 타 역할이 있는 구성원을 포함해 3인 이상의 팀으로 프로덕트 디자인 업무 경험이 있는 분
• 유저에 대한 합리적인 가설을 세우고, 데이터를 기반으로 내부 구성원을 설득하여 프로토타입을 만들어 가설을 증명하고, 개발자들과 함께 실제 프로덕트를 구현해 본 경험이 있는 분
• 다양한 구성원들에 맞춰서 원할하게 커뮤니케이션 할 수 있는 분
• 작업 과정을 투명하게 공유하며 진행하는 분
• Figma 등 디자인 툴을 능숙하게 사용하는 분","• 핀테크 산업에서 디지털 프로덕트 디자인 경력이 있는 분
• B2C, B2B, 백오피스 기획/디자인 경험이 모두 있는 분
• 같이 제품을 만들었던 디자이너가 아닌 팀원(개발 / 기획 등)의 레퍼런스 체크 내용을 제출할 수 있는 분
• 시각 디자인 또는 유관 학과를 전공한 분",
경력,"• 운동닥터 앱/웹 기존 및 신규 기능 UI/UX 디자인 기획 및 GUI디자인
• 디자인 시스템 구축 및 관리
• 유저 리서치 및 VOC 그리고 데이터 지표를 활용하여, 정량적/정성적으로 앱 이용 경험 문제 도출 및 개선
• GUI와 UX 개선을 위한 다양한 테스트 설계 및 디자인","• 3년 이상의 Web/App 디자인 경험 혹은 그에 준하는 역량 및 경력
• 운동닥터 서비스의 가치를 이해하고 함께 서비스를 고민하실 수 있는 분
• 사용자 경험의 문제점 발견과 우선순위 도출, 문제해결 능력
• 시각적 표현능력과 뛰어난 완성도(화려한 디자인보다는 사용성 중심)
• Sketch, Figma 등의 협업 툴을 사용하실 수 있는 분
• 팀원들과 원활한 협업이 가능하신 분(PM, 개발자, 마케팅 등)
• 본인 디자인 작업물에 대해 논리적으로 설명이 가능하신 분","• 모바일과 웹 통합 디자인 기획 및 운영 경험
• 운동닥터 앱/웹 이용 후 '개선하고 싶은게 참 많다'하시는 분
• 현재 성장에 대한 강한 의지가 있고, 빠르게 회사를 성장시키는 것에 기여하고 나아가 개인의 성장을 성취하고 싶은 분
• Agile 방법론 혹은 Lean Process에 대한 경험이 있으신 분","Sketch
Zeplin
그래픽 디자인
Adobe Photoshop
Adobe Illustrator
UI 디자인
스케치
Adobe XD
Figma"
경력,"• 카셰어링 제품의 사용자경험 설계와 디자인을 담당합니다.
• 사용자가 카셰어링 이용 중 경험하는 페인포인트를 정성/정량적으로 수집하고 문서화합니다.
• 데이터 기반의 문제점 도출 및 다양한 실험을 통해 검증된 가설을 정립합니다.
• 제품의 일관성 있는 경험과 매력적인 사용자경험을 할 수 있도록 제품을 설계합니다.
• 사업, PM, 개발자등 다양한 분야의 전문가들과 원할한 협업 커뮤니케이션을 통해 제품을 고도화합니다.","• 사용자 중심으로 UX/UI 설계하시는 분
• 사용자 중심에서 문제 발견, 우선 순위 도출 그리고 문제 해결 능력을 가진 분
• 사용자 입장에서 문제를 이해하고 유연한 사고를 가지고 문제를 해결하시는 분
• 다양한 플랫폼(Web(PC/Mobile), Android, iOS)에 대한 이해도가 있는 분
• 높은 GUI 퀄리티 및 디자인 트렌드에 민감한 분
• 그룹 및 팀 그리고 목적조직과 원활한 커뮤니케이션으로 목표를 달성할 수 있는 분
• 설계 의도를 논리적으로 명확하게 사용자 경험 설계 가능한 분(인터랙션/프로토타이핑 능력자 우대)","• 3년 이상의 카셰어링, 라이드 헤일링, 중장기 렌트 서비스 설계 경험 또는 O2O 제품 설계 경험이 있는 분
• 쏘카 카셰어링 서비스를 이용해 본 분
• 차를 좋아하거나, 운전 경험이 있는 분
• 제품 전체를 이해하고 사용자 중심으로 문제를 해결할 수 있는 분
• 디자인 시스템에 대한 이해가 있는 분
• 모빌리티 및 여행 서비스에 대한 애정이 있는 분
• 서비스 런칭 경험이 있는 분
• 모바일 웹/앱 End to End 설계 경험이 있는 분
• 타인의 의견을 소중히 하는 분
• 정성적/정량적 리서치를 통해 인사이트를 발굴하고 개선해 본 경험이 있는 분
• 비즈니스와 사용자 중심에서 흐름을 파악하고 제품을 설계해 지표를 향상시킨 경험이 있는 분
• 구조적으로 화면을 설계하여 제품 개발 프로세스의 퀄리티 및 시간 효율을 높일 수 있는 분",
경력,"[기술 스택 & 사용 툴]
• Figma, Illustrator, Photoshop, After Effect, Framer, Protopie,Amplitude, Redash, Beusable, Google Analytics, Slack, Confluence, Jira, Notion, Google Workspace

[합류 직후 이런 일을 해요]
• 숨고의 디자인 시스템(Prisma)을 구축 및 개선하여 전사 업무 효율성을 향상시키고, 일관된 사용자 경험을 설계합니다
• Designer를 돕는 Designer로서 UI/UX 패턴을 정의하고 디자인 시스템의 품질을 높여 Design Chapter의 생산성 향상에 기여합니다
• 업무에 필요한 최적의 워크 플로우를 선제적으로 제시하고 이에 대한 프로젝트의 End to End를 책임집니다

[장기적으로 이런 일도 할 수 있어요]
• UX Researcher, UX Writer, Data Chapter와 협업하여 정성/정량 지표를 기반으로 디자인 솔루션을 제시합니다
• 목적조직(Squad) 내 도메인에 대한 가설 설계부터 디자인 구현까지의 A to Z를 책임집니다
• 유연하고 체계적인 프로덕트 디자인 업무 문화를 구축하여 생산성 높은 업무 환경을 조성합니다
• 챕터 구성원들의 디자인 퀄리티를 향상시킬 수 있는 사이드 프로젝트를 주도적으로 진행합니다","• 2년 이상의 인하우스 경력을 포함하여 5년 이상의 프로덕트 디자인 업무를 경험하신 분
• UI 컴포넌트와 UX 정책에 대한 이해도를 기반으로 인하우스 디자인 시스템을 구축 또는 운영해 본 경험이 있으신 분
• 단순히 그려내는 디자인이 아닌 사용자 경험에 기반한 최적의 디자인을 구현할 수 있으신 분
• 디자인 Iteration 과정의 중요성과 필요성을 이해하고 계신 분
• Web, Mobile Web 그리고 App 기반의 서비스에서의 경험이 있으신 분
• 인터랙션 디자인 또는 제품에 필요한 일러스트 등 디자인 리소스 제작이 가능하신 분
• 숨고 디자인 원칙에 공감하시는 분
[직관성] 모두에게 쉽습니다.
[효율성] 시간과 비용을 아껴줍니다.
[연결성] 상호작용을 활발하게 만들어줍니다.
[신뢰성] 믿을 수 있습니다.
[심미성] 시각 완성도가 높습니다.","• 시리즈 B 이상의 조직에서 Product Design 경험을 보유하신 분
• HTML, CSS 등 개발 코드에 대한 준수한 이해도를 보유하신 분
• Lottie를 비롯한 모션 인터렉션 디자인을 경험해 보신 분
• 프로토타이핑을 통한 실험 검증을 통해 조직에 긍정적인 임팩트를 가져온 경험이 있으신 분
• Two-sided 플랫폼 비즈니스(커머스, 매칭, 중개 등)에 대한 이해도가 있으신 분
• 정성/정량 데이터를 기반으로 복잡도 있는 문제를 정의하고 해결해 본 경험이 있으신 분
• 애자일, 스쿼드 및 스프린트 방식 등 속도감 있는 스타트업 환경에 익숙하신 분","Confluence
JIRA
Slack
After Effect
Adobe
Adobe Photoshop
Adobe Illustrator
Figma"
경력,"• 자사 서비스 및 글로벌 서비스 UI/UX 기획 및 디자
• 디자인 시스템 구축 및 관리
• 디자인 결과물 품질 관리 및 프로젝트 디자인 유지보수
• UI 디자인 및 프로토타입 제작, 인터렉션 정의
＜Tool＞
• Product Design: Figma, Adobe
• Collaboration Tools: MS Office, Notion, Slack","• 5년 이상의 프로덕트 디자인 포함 UX/UI 디자인 경력을 보유하신 분
• HTML / CSS 에 대한 기본적인 이해가 있는 분
• 디자인 시스템을 구축 또는 운영, 유지 보수한 경험이 있는 분
• 문제를 정의하고 논리적이고 일관된 구조의 제품 디자인이 가능하신 분
• 자신이 도출한 디자인 결과물에 대하여 합리적인 근거를 바탕으로 설명할 수 있는 분
• Figma에 대한 이해가 깊고 능숙하게 사용할 수 있는 분
• 서비스 의도에 맞춰 Figma 기반 와이어프레임, 스토리보드 작성에 능숙하신 분","• 제품의 핵심 지표 향상을 위해 끊임없이 실험하고 개선하는 걸 즐기시는 분
• 새로운 문제 상황에서도 유연하게 해결 방법을 찾고, 기술과 역량을 계속해서 발전시키는 분
• B2B 제품, SaaS(센터, 어드민, 백오피스 등) 디자인 경험이 1년 이상 있으신 분
• 애자일 프로세스, 스쿼드 조직, Cross-functional 팀과 협업한 경험이 있으신 분","Adobe Illustrator
UI 디자인
Figma"
